member_no,lastname,firstname,issue_dt,expr_dt,region_no,corp_no
287,ANDERSON,TQSBPEFZVYCEEY,1999-10-13 10:41:36,2000-10-12 10:41:36,5,
288,BARR,HPXWRMMLPEVQG,1999-10-13 10:41:36,2000-10-12 10:41:36,5,
289,CHEN,RGGUNPHDJTIHKM,1999-10-13 10:41:36,2000-10-12 10:41:36,5,
290,DORR,XSTQPSC,1999-10-13 10:41:36,2000-10-12 10:41:36,6,
291,EFLIN,DVNLQTPYEGIEGQ,1999-10-13 10:41:36,2000-10-12 10:41:36,3,
292,FLORINI,TQJYECKZGJGBN,1999-10-13 10:41:36,2000-10-12 10:41:36,5,
293,GOHAN,MRKSOVXLMXVLJV,1999-10-13 10:41:36,2000-10-12 10:41:36,5,
294,HAHN,EFOKYMRFRXPVWR,1999-10-13 10:41:36,2000-10-12 10:41:36,7,
295,INFANTE,KJNXGOSNQXKSLC,1999-10-13 10:41:36,2000-10-12 10:41:36,3,
296,JONES,LYUOJMBCDQBEFN,1999-10-13 10:41:36,2000-10-12 10:41:36,3,
297,KAHRMANN,SCGVEQ,1999-10-13 10:41:36,2000-10-12 10:41:36,8,
298,LING,FCSJWTSWBPPADN,1999-10-13 10:41:36,2000-10-12 10:41:36,5,
299,MAKAI,BYQNTFG,1999-10-13 10:41:36,2000-10-12 10:41:36,2,193
300,NELSON,FLLE,1999-10-13 10:41:36,2000-10-12 10:41:36,4,
301,OLPHANT,NGCMUKHZMQJVWJ,1999-10-13 10:41:36,2000-10-12 10:41:36,8,
302,PAYNTER,JDPUNJOYGUONIE,1999-10-13 10:41:36,2000-10-12 10:41:36,4,
303,QUINT,ILTMOCARPVNG,1999-10-13 10:41:36,2000-10-12 10:41:36,9,
304,RYAN,HLDVOFPCL,1999-10-13 10:41:36,2000-10-12 10:41:36,9,
305,STEIN,VJFWLSLCQDHOKC,1999-10-13 10:41:36,2000-10-12 10:41:36,3,
306,TOLSKY,TPUIZ,1999-10-13 10:41:36,2000-10-12 10:41:36,8,
307,UNAKLET,GYIGAKEUVFBINT,1999-10-13 10:41:36,2000-10-12 10:41:36,9,288
308,VANN,ILMHFYNFFZUPRB,1999-10-13 10:41:36,2000-10-12 10:41:36,4,
309,WOLFMULE,FILONSNXW,1999-10-13 10:41:36,2000-10-12 10:41:36,2,
310,XAVIER,IYUUYOVKRNXUIF,1999-10-13 10:41:36,2000-10-12 10:41:36,2,
311,YEONG,IKQFZPJKPHGUDV,1999-10-13 10:41:36,2000-10-12 10:41:36,9,
312,ZUCKER,KQCOIQPWN,1999-10-13 10:41:36,2000-10-12 10:41:36,7,
313,ANDERSON,HVQZZHR,1999-10-13 10:41:36,2000-10-12 10:41:36,6,
314,BARR,UJHWUGQKJGKND,1999-10-13 10:41:36,2000-10-12 10:41:36,3,
315,CHEN,EKVHVHETOGXCYP,1999-10-13 10:41:36,2000-10-12 10:41:36,2,
316,DORR,FRMHIOGOFDRLJK,1999-10-13 10:41:36,2000-10-12 10:41:36,3,
317,EFLIN,PKJBMXCSEDJYVW,1999-10-13 10:41:36,2000-10-12 10:41:36,7,
318,FLORINI,LPOVPVDAXLWNUX,1999-10-13 10:41:36,2000-10-12 10:41:36,3,102
319,GOHAN,PJEEUP,1999-10-13 10:41:36,2000-10-12 10:41:36,3,
320,HAHN,AEVOGUVKHWKEUD,1999-10-13 10:41:36,2000-10-12 10:41:36,9,
321,INFANTE,RJMTWVSYDVVVIT,1999-10-13 10:41:36,2000-10-12 10:41:36,4,
322,JONES,GKGLNNLHHACWBI,1999-10-13 10:41:36,2000-10-12 10:41:36,6,
323,KAHRMANN,VCTMYHGCLIFKW,1999-10-13 10:41:36,2000-10-12 10:41:36,6,
324,LING,TOYRQIV,1999-10-13 10:41:36,2000-10-12 10:41:36,7,
325,MAKAI,OTTLXMTBUWRJJ,1999-10-13 10:41:36,2000-10-12 10:41:36,9,
326,NELSON,DCLLNSEHCTPVT,1999-10-13 10:41:36,2000-10-12 10:41:36,6,
327,OLPHANT,NRDBETHJVR,1999-10-13 10:41:36,2000-10-12 10:41:36,9,
328,PAYNTER,XELY,1999-10-13 10:41:36,2000-10-12 10:41:36,3,326
329,QUINT,OMFRDLGMEUWHHF,1999-10-13 10:41:36,2000-10-12 10:41:36,6,
330,RYAN,FKPSOOOWEPRKNB,1999-10-13 10:41:36,2000-10-12 10:41:36,5,
331,STEIN,NADBLT,1999-10-13 10:41:36,2000-10-12 10:41:36,3,
332,TOLSKY,XECLEWYTNF,1999-10-13 10:41:36,2000-10-12 10:41:36,4,414
333,UNAKLET,HBRCXLGLJLXQHO,1999-10-13 10:41:36,2000-10-12 10:41:36,2,
334,VANN,OVXNEMWBMKD,1999-10-13 10:41:36,2000-10-12 10:41:36,6,
335,WOLFMULE,PUCCAGVQK,1999-10-13 10:41:36,2000-10-12 10:41:36,3,
336,XAVIER,MQNK,1999-10-13 10:41:36,2000-10-12 10:41:36,2,
337,YEONG,SITKIUTEGMQMT,1999-10-13 10:41:36,2000-10-12 10:41:36,9,
338,ZUCKER,FVKGIHLKGRHPJE,1999-10-13 10:41:36,2000-10-12 10:41:36,7,428
339,ANDERSON,SYVUGWUDGFLIUQ,1999-10-13 10:41:37,2000-10-12 10:41:37,3,346
340,BARR,ULXIQKBGDZMFCY,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
341,CHEN,VUSE,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
342,DORR,IATFUCBEDD,1999-10-13 10:41:37,2000-10-12 10:41:37,7,292
343,EFLIN,CVTJKCORUDWWKN,1999-10-13 10:41:37,2000-10-12 10:41:37,3,375
344,FLORINI,KITXQUCBRVIUUU,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
345,GOHAN,JDRQ,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
346,HAHN,TNGCNGNTYROKZH,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
347,INFANTE,SCQVLNJGPRQPU,1999-10-13 10:41:37,2000-10-12 10:41:37,8,82
348,JONES,OMHYUTSTEDLGAS,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
349,KAHRMANN,OHMJYEUJHF,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
350,LING,YEBJDSYELVNYJG,1999-10-13 10:41:37,2000-10-12 10:41:37,6,
351,MAKAI,JPNBFBHORHWQBD,1999-10-13 10:41:37,2000-10-12 10:41:37,2,
352,NELSON,PZHOSQQWNMMVNV,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
353,OLPHANT,MEHXJZSGGIUQTK,1999-10-13 10:41:37,2000-10-12 10:41:37,8,287
354,PAYNTER,QOZAMIVHEW,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
355,QUINT,LVPORYRMLBG,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
356,RYAN,IEN,1999-10-13 10:41:37,2000-10-12 10:41:37,8,
357,STEIN,DUMNUJYXGJYHYT,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
358,TOLSKY,YRRUQMXJUR,1999-10-13 10:41:37,2000-10-12 10:41:37,3,
359,UNAKLET,NETO,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
360,VANN,QJRGDXJWLQETXK,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
361,WOLFMULE,TBTAB,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
362,XAVIER,UYBKWKSCILTXHV,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
363,YEONG,LUXCVTOULG,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
364,ZUCKER,AJPBICOQHRWFXJ,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
365,ANDERSON,FPMH,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
366,BARR,YFIB,1999-10-13 10:41:37,2000-10-12 10:41:37,3,
367,CHEN,POGFDDTHHZXUHJ,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
368,DORR,WGQRRJEBI,1999-10-13 10:41:37,2000-10-12 10:41:37,9,434
369,EFLIN,YIWPJKTUTFBB,1999-10-13 10:41:37,2000-10-12 10:41:37,2,
370,FLORINI,ILRUVPAJPDHTFH,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
371,GOHAN,FXRNEXCDFAJ,1999-10-13 10:41:37,2000-10-12 10:41:37,8,
372,HAHN,INDWQIELEBYSGT,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
373,INFANTE,FTOSQWWGLGMIIU,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
374,JONES,MEVLPOHUEWQDIN,1999-10-13 10:41:37,2000-10-12 10:41:37,2,
375,KAHRMANN,NTBJNWJMNIUBWT,1999-10-13 10:41:37,2000-10-12 10:41:37,2,
376,LING,PPXHUIKMRFGNKE,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
377,MAKAI,WPVJNLVHPQIGQA,1999-10-13 10:41:37,2000-10-12 10:41:37,3,
378,NELSON,NNVQXGZGUST,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
379,OLPHANT,KCCOOXWIDNTSUP,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
380,PAYNTER,SGYMOJMPLXRB,1999-10-13 10:41:37,2000-10-12 10:41:37,7,439
381,QUINT,SYWNVNVJILBITQ,1999-10-13 10:41:37,2000-10-12 10:41:37,3,
382,RYAN,YKQEGHXVUNBESU,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
383,STEIN,ONWVNPLPBBDOPT,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
384,TOLSKY,LYBJFSEIKOMWUF,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
385,UNAKLET,YFQTHWNDBDGD,1999-10-13 10:41:37,2000-10-12 10:41:37,6,
386,VANN,FTLELQCOBYSEIS,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
387,WOLFMULE,XWQXV,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
388,XAVIER,CARAFYNOSCEDB,1999-10-13 10:41:37,2000-10-12 10:41:37,8,
389,YEONG,JHJPLUZSBJNDNJ,1999-10-13 10:41:37,2000-10-12 10:41:37,6,
390,ZUCKER,PVRYQYIUDAHIOO,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
391,ANDERSON,DSMUYEBNGBYVDU,1999-10-13 10:41:37,2000-10-12 10:41:37,2,
392,BARR,EZBRAI,1999-10-13 10:41:37,2000-10-12 10:41:37,3,
393,CHEN,FOQAP,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
394,DORR,TZCTVWGTML,1999-10-13 10:41:37,2000-10-12 10:41:37,8,
395,EFLIN,HWEJLEI,1999-10-13 10:41:37,2000-10-12 10:41:37,6,
396,FLORINI,XOWFV,1999-10-13 10:41:37,2000-10-12 10:41:37,3,
397,GOHAN,OZLIEKVPJKLTME,1999-10-13 10:41:37,2000-10-12 10:41:37,8,
398,HAHN,ZTURJYWCFXFTUI,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
399,INFANTE,LPM,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
400,JONES,LUSOOTXXLYHDVB,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
401,KAHRMANN,NVMVEUIUOPXW,1999-10-13 10:41:37,2000-10-12 10:41:37,2,319
402,LING,PAGBJIQVIOFDLP,1999-10-13 10:41:37,2000-10-12 10:41:37,6,
403,MAKAI,REIYGLDYQOBQZX,1999-10-13 10:41:37,2000-10-12 10:41:37,3,
404,NELSON,YOUKIEPXVGU,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
405,OLPHANT,GGYRWYMCHUHELV,1999-10-13 10:41:37,2000-10-12 10:41:37,7,
406,PAYNTER,IVPWTHWIELCS,1999-10-13 10:41:37,2000-10-12 10:41:37,9,
407,QUINT,DMVJZVZZQLOPNK,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
408,RYAN,IFDIDNKA,1999-10-13 10:41:37,2000-10-12 10:41:37,2,330
409,STEIN,VBTPWCTRHYDVWJ,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
410,TOLSKY,BEL,1999-10-13 10:41:37,2000-10-12 10:41:37,8,
411,UNAKLET,SWIDGIMGGQHXXN,1999-10-13 10:41:37,2000-10-12 10:41:37,7,289
412,VANN,HMXMTLDNA,1999-10-13 10:41:37,2000-10-12 10:41:37,3,
413,WOLFMULE,BSHNQCSTEYPPDO,1999-10-13 10:41:37,2000-10-12 10:41:37,8,
414,XAVIER,FYGZHZSZTIFMJD,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
415,YEONG,SVFCRXQWTWSZPL,1999-10-13 10:41:37,2000-10-12 10:41:37,5,
416,ZUCKER,WJTINBOVUSHTIW,1999-10-13 10:41:37,2000-10-12 10:41:37,4,
417,ANDERSON,TFJX,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
418,BARR,JEQXR,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
419,CHEN,JQKLNPWMOR,1999-10-13 10:41:38,2000-10-12 10:41:38,9,
420,DORR,UDLBCX,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
421,EFLIN,TSQW,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
422,FLORINI,BJQZ,1999-10-13 10:41:38,2000-10-12 10:41:38,5,
423,GOHAN,JJJWFDRLYKCEPS,1999-10-13 10:41:38,2000-10-12 10:41:38,7,
424,HAHN,XGHJCSCYVBSFIF,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
425,INFANTE,UQS,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
426,JONES,GQNREYOYBQDX,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
427,KAHRMANN,HUXIY,1999-10-13 10:41:38,2000-10-12 10:41:38,5,
428,LING,NVZPZOYQVBOCVT,1999-10-13 10:41:38,2000-10-12 10:41:38,5,
429,MAKAI,EVYNTENDPHRGXB,1999-10-13 10:41:38,2000-10-12 10:41:38,5,
430,NELSON,AJYZLLWKJP,1999-10-13 10:41:38,2000-10-12 10:41:38,6,492
431,OLPHANT,KVT,1999-10-13 10:41:38,2000-10-12 10:41:38,9,
432,PAYNTER,MPCOCUAZF,1999-10-13 10:41:38,2000-10-12 10:41:38,4,
433,QUINT,YRDLMLWVHR,1999-10-13 10:41:38,2000-10-12 10:41:38,7,
434,RYAN,XWIIHGIBSWOFF,1999-10-13 10:41:38,2000-10-12 10:41:38,3,413
435,STEIN,RJUPXQFZ,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
436,TOLSKY,KHBZTJA,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
437,UNAKLET,BFHLRPRUWGVPKF,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
438,VANN,CBKEDL,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
439,WOLFMULE,MGJPJFPJTWANKG,1999-10-13 10:41:38,2000-10-12 10:41:38,9,259
440,XAVIER,MIFYGYFGLVLWRI,1999-10-13 10:41:38,2000-10-12 10:41:38,6,272
441,YEONG,GOIJMMJWC,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
442,ZUCKER,WDWIEAJKKEM,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
443,ANDERSON,LEGQ,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
444,BARR,SWPNYMV,1999-10-13 10:41:38,2000-10-12 10:41:38,6,
445,CHEN,UCRXXRYIFIWNK,1999-10-13 10:41:38,2000-10-12 10:41:38,5,
446,DORR,FUWIKAWV,1999-10-13 10:41:38,2000-10-12 10:41:38,7,
447,EFLIN,ATOJONELBJWOJD,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
448,FLORINI,QVJRJWWGTHRD,1999-10-13 10:41:38,2000-10-12 10:41:38,4,
449,GOHAN,EOSYRMUDWIVHXH,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
450,HAHN,HKDZEAMKKJIREF,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
451,INFANTE,UDSSTYQUWGJPSF,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
452,JONES,IXYQPNIXWCFUDJ,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
453,KAHRMANN,RHHNJKQFPNLWFQ,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
454,LING,NLBOLDGTNSUELS,1999-10-13 10:41:38,2000-10-12 10:41:38,5,
455,MAKAI,NKSLW,1999-10-13 10:41:38,2000-10-12 10:41:38,4,
456,NELSON,LNYELU,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
457,OLPHANT,JZCUHOHGOGTU,1999-10-13 10:41:38,2000-10-12 10:41:38,5,
458,PAYNTER,KIYEL,1999-10-13 10:41:38,2000-10-12 10:41:38,9,281
459,QUINT,MVCFNVFXGTNE,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
460,RYAN,XUZIEOUTKQWMWA,1999-10-13 10:41:38,2000-10-12 10:41:38,4,
461,STEIN,BYMLSLMATJYBXB,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
462,TOLSKY,RGYGOSROFVX,1999-10-13 10:41:38,2000-10-12 10:41:38,4,
463,UNAKLET,URRMBKXOFVMAXB,1999-10-13 10:41:38,2000-10-12 10:41:38,9,174
464,VANN,EILRKZA,1999-10-13 10:41:38,2000-10-12 10:41:38,6,
465,WOLFMULE,VEVPDRVEXEKQKR,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
466,XAVIER,PYXTNUIQYREOHY,1999-10-13 10:41:38,2000-10-12 10:41:38,7,
467,YEONG,BJSXJS,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
468,ZUCKER,MEELVLWLO,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
469,ANDERSON,QESVZLXUQOYXIF,1999-10-13 10:41:38,2000-10-12 10:41:38,6,
470,BARR,LMXOELGMB,1999-10-13 10:41:38,2000-10-12 10:41:38,5,
471,CHEN,EIWHUOKUUODRMB,1999-10-13 10:41:38,2000-10-12 10:41:38,9,
472,DORR,HLJQJEKZJISONC,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
473,EFLIN,CWYCDZGNRQDWEG,1999-10-13 10:41:38,2000-10-12 10:41:38,8,
474,FLORINI,WRYNOEUKBSTCIE,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
475,GOHAN,ZJQKOBHJWWXJ,1999-10-13 10:41:38,2000-10-12 10:41:38,9,
476,HAHN,JVXJHLKORBNVOB,1999-10-13 10:41:38,2000-10-12 10:41:38,6,
477,INFANTE,JPRG,1999-10-13 10:41:38,2000-10-12 10:41:38,9,340
478,JONES,AFUSRBORVQEOST,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
479,KAHRMANN,YMXGFPKTDWBCXG,1999-10-13 10:41:38,2000-10-12 10:41:38,6,
480,LING,IRSIUIFSMLUROY,1999-10-13 10:41:38,2000-10-12 10:41:38,4,
481,MAKAI,URRQGMBFXPNSEI,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
482,NELSON,YDHHKJEVUSBU,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
483,OLPHANT,TSGXQMM,1999-10-13 10:41:38,2000-10-12 10:41:38,7,
484,PAYNTER,NYXCOQGRY,1999-10-13 10:41:38,2000-10-12 10:41:38,6,
485,QUINT,SVNGDZO,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
486,RYAN,TEOWVIAVTDACOQ,1999-10-13 10:41:38,2000-10-12 10:41:38,3,
487,STEIN,VIXNOCBXBHVCYJ,1999-10-13 10:41:38,2000-10-12 10:41:38,2,345
488,TOLSKY,GDEUQZKR,1999-10-13 10:41:38,2000-10-12 10:41:38,6,
489,UNAKLET,YYNTCBUYHCQEVW,1999-10-13 10:41:38,2000-10-12 10:41:38,9,
490,VANN,ENDXKFHDVT,1999-10-13 10:41:38,2000-10-12 10:41:38,5,284
491,WOLFMULE,PFJHTMUMSHHLV,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
492,XAVIER,DGYSMJIBW,1999-10-13 10:41:38,2000-10-12 10:41:38,4,
493,YEONG,YDPSB,1999-10-13 10:41:38,2000-10-12 10:41:38,5,
494,ZUCKER,LVLKLLCHFDIED,1999-10-13 10:41:38,2000-10-12 10:41:38,9,
495,ANDERSON,WYWFMIJK,1999-10-13 10:41:38,2000-10-12 10:41:38,2,
496,BARR,OMQKFOVYSQCYYU,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
497,CHEN,QWWSFFIQSMBCXD,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
498,DORR,SSIVAJKALYR,1999-10-13 10:41:39,2000-10-12 10:41:39,2,
499,EFLIN,CVDA,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
500,FLORINI,NZXHFWBRZOVVDS,1999-10-13 10:41:39,2000-10-12 10:41:39,2,
501,GOHAN,VKDMPREOLKLGIW,1999-10-13 10:41:39,2000-10-12 10:41:39,9,
502,HAHN,UNVDT,1999-10-13 10:41:39,2000-10-12 10:41:39,6,
503,INFANTE,HJLLRKMOCXCHFD,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
504,JONES,XXOEKEETHGH,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
505,KAHRMANN,JFO,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
506,LING,DIBFLISWPEFDOI,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
507,MAKAI,LEV,1999-10-13 10:41:39,2000-10-12 10:41:39,5,
508,NELSON,IEDDY,1999-10-13 10:41:39,2000-10-12 10:41:39,9,
509,OLPHANT,VWNMLNJQSPFNUB,1999-10-13 10:41:39,2000-10-12 10:41:39,5,
510,PAYNTER,GNOSJYWK,1999-10-13 10:41:39,2000-10-12 10:41:39,8,
511,QUINT,KIJOQQO,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
512,RYAN,VRSXFHKSOUGCFS,1999-10-13 10:41:39,2000-10-12 10:41:39,6,453
513,STEIN,CLOHMRCJZNBIZZ,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
514,TOLSKY,JVTOYQUWOHH,1999-10-13 10:41:39,2000-10-12 10:41:39,8,
515,UNAKLET,WLRGQIAKOENRYZ,1999-10-13 10:41:39,2000-10-12 10:41:39,2,
516,VANN,LJRD,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
517,WOLFMULE,XGDYYQUMISTFEC,1999-10-13 10:41:39,2000-10-12 10:41:39,8,
518,XAVIER,QEQBTYVFSXMKCC,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
519,YEONG,BSCLMSZTQSWMNN,1999-10-13 10:41:39,2000-10-12 10:41:39,7,420
520,ZUCKER,KENWEHBFEXFSPG,1999-10-13 10:41:39,2000-10-12 10:41:39,8,
521,ANDERSON,KGTLRCLKQOUBXG,1999-10-13 10:41:39,2000-10-12 10:41:39,2,
522,BARR,ROCGVBHO,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
523,CHEN,REABDQAKPCESK,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
524,DORR,XHDBNNBCJTCSSH,1999-10-13 10:41:39,2000-10-12 10:41:39,6,
525,EFLIN,OTZGUGXDQKTCMW,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
526,FLORINI,MYDWOR,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
527,GOHAN,FDYPDUTLKZ,1999-10-13 10:41:39,2000-10-12 10:41:39,6,
528,HAHN,BRBGCLKFFHC,1999-10-13 10:41:39,2000-10-12 10:41:39,5,
529,INFANTE,DWPDCBJSJFRBLZ,1999-10-13 10:41:39,2000-10-12 10:41:39,2,
530,JONES,TDFBFMCRYVHILW,1999-10-13 10:41:39,2000-10-12 10:41:39,9,
531,KAHRMANN,MHGWCLSQ,1999-10-13 10:41:39,2000-10-12 10:41:39,9,387
532,LING,WRZBKQUG,1999-10-13 10:41:39,2000-10-12 10:41:39,2,
533,MAKAI,VODHQVCIUWJDIW,1999-10-13 10:41:39,2000-10-12 10:41:39,9,346
534,NELSON,DMZ,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
535,OLPHANT,DOGRMHEYQVRCVR,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
536,PAYNTER,HYJGNAJW,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
537,QUINT,GPWLQTSFOGDGQV,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
538,RYAN,KEJC,1999-10-13 10:41:39,2000-10-12 10:41:39,8,
539,STEIN,JQOUYPFKJBISJI,1999-10-13 10:41:39,2000-10-12 10:41:39,9,425
540,TOLSKY,TYQTPIQVQLYYEJ,1999-10-13 10:41:39,2000-10-12 10:41:39,5,
541,UNAKLET,CURNPXXIMOHO,1999-10-13 10:41:39,2000-10-12 10:41:39,5,
542,VANN,FCYWCSUSU,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
543,WOLFMULE,TMHIZOIOO,1999-10-13 10:41:39,2000-10-12 10:41:39,7,361
544,XAVIER,SPWUYSMQLTT,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
545,YEONG,MSUGFPAWGNJDYE,1999-10-13 10:41:39,2000-10-12 10:41:39,2,
546,ZUCKER,QNKBBGOCPIBELR,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
547,ANDERSON,OJY,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
548,BARR,IWXFB,1999-10-13 10:41:39,2000-10-12 10:41:39,5,
549,CHEN,YHPTPNMMHLR,1999-10-13 10:41:39,2000-10-12 10:41:39,9,89
550,DORR,WDRIWWNAGCWQTC,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
551,EFLIN,IPOWEGMNOHDZJH,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
552,FLORINI,KPPNWNVOIJ,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
553,GOHAN,OOIH,1999-10-13 10:41:39,2000-10-12 10:41:39,3,
554,HAHN,TBELMKJGXJ,1999-10-13 10:41:39,2000-10-12 10:41:39,5,
555,INFANTE,UYNDCFMSUFMRCN,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
556,JONES,MHTCDXJSRGQMGA,1999-10-13 10:41:39,2000-10-12 10:41:39,5,
557,KAHRMANN,OMFGMKVWGKXVLN,1999-10-13 10:41:39,2000-10-12 10:41:39,9,
558,LING,WIRBJZ,1999-10-13 10:41:39,2000-10-12 10:41:39,6,
559,MAKAI,BYSYYRXNGIECRE,1999-10-13 10:41:39,2000-10-12 10:41:39,5,
560,NELSON,IHLIONFN,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
561,OLPHANT,WIVHLHDZQYY,1999-10-13 10:41:39,2000-10-12 10:41:39,7,
562,PAYNTER,JYLSFKSCCYGO,1999-10-13 10:41:39,2000-10-12 10:41:39,8,405
563,QUINT,XTZXDXITMNYB,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
564,RYAN,JCAZ,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
565,STEIN,CDFUPKTBNWERPZ,1999-10-13 10:41:39,2000-10-12 10:41:39,8,431
566,TOLSKY,TVSX,1999-10-13 10:41:39,2000-10-12 10:41:39,2,
567,UNAKLET,EDCSTERLWEICMN,1999-10-13 10:41:39,2000-10-12 10:41:39,8,135
568,VANN,LCEHIXPOFBFQTG,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
569,WOLFMULE,USMRNBWLMMZMXL,1999-10-13 10:41:39,2000-10-12 10:41:39,9,
570,XAVIER,IJKSIDOUYXOOOT,1999-10-13 10:41:39,2000-10-12 10:41:39,8,
571,YEONG,OJZPQITPNTTYIE,1999-10-13 10:41:39,2000-10-12 10:41:39,4,
572,ZUCKER,TQKBQLLSMT,1999-10-13 10:41:39,2000-10-12 10:41:39,4,234
573,ANDERSON,ITEYNWANRRXBNN,1999-10-13 10:41:39,2000-10-12 10:41:39,7,283
